Location,Period,Indicator,Dim1,First Tooltip
Peru,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,187.4
Peru,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,195.1
Peru,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,179.2
Peru,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,193.8
Peru,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,201.8
Peru,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,185.6
Peru,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,200.6
Peru,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,208.7
Peru,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,192.3
Peru,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,207.6
Peru,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,215.6
Peru,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,199.1
Peru,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,214.5
Peru,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,222.5
Peru,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,205.9
Peru,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,221.2
Peru,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,229.2
Peru,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,212.6
Peru,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,227.6
Peru,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,235.9
Peru,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,219.1
Peru,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,234.2
Peru,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,242.3
Peru,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,225.6
Peru,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,241.1
Peru,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,249.3
Peru,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,232.6
Peru,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,249
Peru,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,257.2
Peru,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,240.3
Peru,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,257.9
Peru,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,266.3
Peru,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,249
Peru,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,268.2
Peru,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,276.6
Peru,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,259.1
Peru,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,279.6
Peru,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,288.1
Peru,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,270.4
Peru,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,291.7
Peru,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,300.5
Peru,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,282.4
Peru,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,304.8
Peru,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,313.6
Peru,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,295
Philippines,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,27.28
Philippines,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,30.14
Philippines,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,24.29
Philippines,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,28.04
Philippines,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,30.98
Philippines,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,24.97
Philippines,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,28.73
Philippines,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,31.7
Philippines,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,25.6
Philippines,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,29.32
Philippines,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,32.35
Philippines,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,26.14
Philippines,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,29.83
Philippines,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,32.88
Philippines,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,26.58
Philippines,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,30.17
Philippines,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,33.23
Philippines,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,27.01
Philippines,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,30.56
Philippines,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,33.64
Philippines,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,27.34
Philippines,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,30.96
Philippines,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,34.05
Philippines,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,27.69
Philippines,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,31.34
Philippines,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,34.51
Philippines,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,28.02
Philippines,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,31.73
Philippines,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,34.93
Philippines,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,28.37
Philippines,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,32.14
Philippines,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,35.39
Philippines,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,28.71
Philippines,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,32.59
Philippines,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,35.89
Philippines,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,29.12
Philippines,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,33.08
Philippines,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,36.37
Philippines,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,29.64
Philippines,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,33.63
Philippines,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,36.98
Philippines,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,30.09
Philippines,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,34.25
Philippines,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,37.67
Philippines,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,30.62
Philippines,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,34.9
Philippines,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,38.36
Philippines,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,31.23
Philippines,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,35.57
Philippines,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,39.09
Philippines,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,31.85
Philippines,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,36.26
Philippines,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,39.85
Philippines,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,32.46
Philippines,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,36.93
Philippines,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,40.63
Philippines,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,33.04
Philippines,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,37.66
Philippines,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,41.47
Philippines,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,33.68
Philippines,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,38.48
Philippines,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,42.34
Philippines,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,34.42
Philippines,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,39.45
Philippines,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,43.4
Philippines,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,35.28
Philippines,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,40.62
Philippines,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,44.7
Philippines,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,36.33
Philippines,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,42.03
Philippines,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,46.19
Philippines,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,37.64
Philippines,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,43.67
Philippines,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,47.96
Philippines,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,39.18
Philippines,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,45.61
Philippines,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,50.07
Philippines,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,40.92
Philippines,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,47.82
Philippines,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,52.44
Philippines,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,43
Philippines,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,50.39
Philippines,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,55.12
Philippines,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,45.43
Philippines,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,53.31
Philippines,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,58.25
Philippines,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,48.12
Philippines,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,56.61
Philippines,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,61.75
Philippines,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,51.2
Philippines,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,60.13
Philippines,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,65.4
Philippines,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,54.6
Philippines,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,63.69
Philippines,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,69.11
Philippines,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,58.04
Philippines,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,67.08
Philippines,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,72.66
Philippines,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,61.25
Philippines,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,70.12
Philippines,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,75.79
Philippines,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,64.17
Philippines,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,72.62
Philippines,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,78.37
Philippines,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,66.57
Philippines,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,74.55
Philippines,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,80.36
Philippines,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,68.43
Philippines,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,76.07
Philippines,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,81.98
Philippines,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,69.86
Philippines,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,77.35
Philippines,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,83.32
Philippines,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,71.1
Philippines,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,78.47
Philippines,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,84.51
Philippines,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,72.19
Philippines,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,79.48
Philippines,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,85.5
Philippines,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,73.16
Philippines,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,80.42
Philippines,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,86.44
Philippines,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,74.07
Philippines,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,81.14
Philippines,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,87.14
Philippines,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,74.86
Philippines,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,81.71
Philippines,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,87.68
Philippines,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,75.45
Philippines,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,82.08
Philippines,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,88.03
Philippines,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,75.81
Philippines,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,82.25
Philippines,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,88.13
Philippines,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,76.02
Philippines,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,82.35
Philippines,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,88.18
Philippines,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,76.12
Philippines,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,82.42
Philippines,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,88.24
Philippines,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,76.31
Philippines,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,82.68
Philippines,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,88.49
Philippines,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,76.58
Philippines,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,83.13
Philippines,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,88.89
Philippines,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,77.02
Philippines,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,83.79
Philippines,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,89.6
Philippines,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,77.68
Philippines,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,84.78
Philippines,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,90.54
Philippines,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,78.7
Philippines,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,86.08
Philippines,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,91.86
Philippines,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,80
Philippines,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,87.58
Philippines,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,93.42
Philippines,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,81.51
Philippines,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,89.31
Philippines,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,95.13
Philippines,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,83.21
Philippines,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,91.09
Philippines,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,96.91
Philippines,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,84.98
Philippines,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,93.02
Philippines,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,98.85
Philippines,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,86.86
Philippines,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,95.1
Philippines,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,101
Philippines,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,88.91
Philippines,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,97.44
Philippines,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,103.3
Philippines,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,91.19
Philippines,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,100.1
Philippines,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,106.2
Philippines,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,93.87
Philippines,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,103.4
Philippines,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,109.5
Philippines,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,97.01
Philippines,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,107.1
Philippines,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,113.4
Philippines,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,100.6
Philippines,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,111.3
Philippines,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,117.6
Philippines,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,104.5
Philippines,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,115.8
Philippines,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,122.4
Philippines,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,108.9
Philippines,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,120.6
Philippines,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,127.2
Philippines,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,113.5
Philippines,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,125.6
Philippines,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,132.5
Philippines,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,118.5
Philippines,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,130.9
Philippines,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,137.9
Philippines,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,123.6
Philippines,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,136.4
Philippines,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,143.5
Philippines,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,129
Poland,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.39
Poland,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,4.76
Poland,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,4.01
Poland,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.47
Poland,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,4.86
Poland,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,4.07
Poland,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.58
Poland,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,4.97
Poland,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,4.16
Poland,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.7
Poland,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,5.11
Poland,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,4.27
Poland,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.85
Poland,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,5.27
Poland,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,4.41
Poland,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,5.02
Poland,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,5.46
Poland,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,4.57
Poland,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,5.22
Poland,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,5.66
Poland,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,4.75
Poland,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,5.42
Poland,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,5.89
Poland,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,4.93
Poland,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,5.66
Poland,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,6.15
Poland,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,5.14
Poland,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,5.96
Poland,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,6.47
Poland,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,5.41
Poland,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,6.32
Poland,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,6.89
Poland,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,5.72
Poland,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,6.7
Poland,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,7.31
Poland,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,6.06
Poland,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,7.03
Poland,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,7.66
Poland,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,6.36
Poland,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,7.3
Poland,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,7.96
Poland,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,6.6
Poland,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,7.55
Poland,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,8.23
Poland,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,6.84
Poland,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,7.82
Poland,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,8.55
Poland,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,7.05
Poland,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.11
Poland,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,8.86
Poland,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,7.32
Poland,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.43
Poland,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,9.2
Poland,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,7.62
Poland,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.81
Poland,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,9.64
Poland,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,7.94
Poland,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.3
Poland,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.17
Poland,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.39
Poland,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.96
Poland,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.89
Poland,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.98
Poland,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,10.84
Poland,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,11.84
Poland,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,9.78
Poland,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,11.99
Poland,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,13.11
Poland,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,10.81
Poland,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,13.3
Poland,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,14.59
Poland,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,11.95
Poland,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,14.49
Poland,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,15.91
