Location,Period,Indicator,Dim1,First Tooltip
Rwanda,2015,New HIV infections (per 1000 uninfected population),Male,0.5
Rwanda,2015,New HIV infections (per 1000 uninfected population),Female,0.66
Rwanda,2010,New HIV infections (per 1000 uninfected population),Both sexes,1.04
Rwanda,2010,New HIV infections (per 1000 uninfected population),Male,0.93
Rwanda,2010,New HIV infections (per 1000 uninfected population),Female,1.15
Rwanda,2005,New HIV infections (per 1000 uninfected population),Both sexes,1.58
Rwanda,2005,New HIV infections (per 1000 uninfected population),Male,1.44
Rwanda,2005,New HIV infections (per 1000 uninfected population),Female,1.72
Rwanda,2000,New HIV infections (per 1000 uninfected population),Both sexes,#VALUE!
Rwanda,2000,New HIV infections (per 1000 uninfected population),Male,2.68
Rwanda,2000,New HIV infections (per 1000 uninfected population),Female,3.31
Saudi Arabia,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Saudi Arabia,2019,New HIV infections (per 1000 uninfected population),Male,
Saudi Arabia,2019,New HIV infections (per 1000 uninfected population),Female,
Saudi Arabia,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Saudi Arabia,2015,New HIV infections (per 1000 uninfected population),Male,
Saudi Arabia,2015,New HIV infections (per 1000 uninfected population),Female,
Saudi Arabia,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Saudi Arabia,2010,New HIV infections (per 1000 uninfected population),Male,
Saudi Arabia,2010,New HIV infections (per 1000 uninfected population),Female,
Saudi Arabia,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Saudi Arabia,2005,New HIV infections (per 1000 uninfected population),Male,
Saudi Arabia,2005,New HIV infections (per 1000 uninfected population),Female,
Saudi Arabia,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Saudi Arabia,2000,New HIV infections (per 1000 uninfected population),Male,
Saudi Arabia,2000,New HIV infections (per 1000 uninfected population),Female,
Senegal,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.09
Senegal,2019,New HIV infections (per 1000 uninfected population),Male,0.1
Senegal,2019,New HIV infections (per 1000 uninfected population),Female,0.09
Senegal,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Senegal,2015,New HIV infections (per 1000 uninfected population),Male,0.12
Senegal,2015,New HIV infections (per 1000 uninfected population),Female,0.11
Senegal,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.19
Senegal,2010,New HIV infections (per 1000 uninfected population),Male,0.2
Senegal,2010,New HIV infections (per 1000 uninfected population),Female,0.18
Senegal,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.4
Senegal,2005,New HIV infections (per 1000 uninfected population),Male,0.42
Senegal,2005,New HIV infections (per 1000 uninfected population),Female,0.37
Senegal,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.58
Senegal,2000,New HIV infections (per 1000 uninfected population),Male,0.62
Senegal,2000,New HIV infections (per 1000 uninfected population),Female,0.54
Serbia,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Serbia,2019,New HIV infections (per 1000 uninfected population),Male,0.04
Serbia,2019,New HIV infections (per 1000 uninfected population),Female,0
Serbia,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Serbia,2015,New HIV infections (per 1000 uninfected population),Male,0.04
Serbia,2015,New HIV infections (per 1000 uninfected population),Female,0
Serbia,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Serbia,2010,New HIV infections (per 1000 uninfected population),Male,0.03
Serbia,2010,New HIV infections (per 1000 uninfected population),Female,0
Serbia,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.01
Serbia,2005,New HIV infections (per 1000 uninfected population),Male,0.02
Serbia,2005,New HIV infections (per 1000 uninfected population),Female,0
Serbia,2000,New HIV infections (per 1000 uninfected population),Both sexes,0
Serbia,2000,New HIV infections (per 1000 uninfected population),Male,0
Serbia,2000,New HIV infections (per 1000 uninfected population),Female,0
Sierra Leone,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.65
Sierra Leone,2019,New HIV infections (per 1000 uninfected population),Male,0.59
Sierra Leone,2019,New HIV infections (per 1000 uninfected population),Female,0.71
Sierra Leone,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.81
Sierra Leone,2015,New HIV infections (per 1000 uninfected population),Male,0.73
Sierra Leone,2015,New HIV infections (per 1000 uninfected population),Female,0.89
Sierra Leone,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.96
Sierra Leone,2010,New HIV infections (per 1000 uninfected population),Male,0.88
Sierra Leone,2010,New HIV infections (per 1000 uninfected population),Female,1.05
Sierra Leone,2005,New HIV infections (per 1000 uninfected population),Both sexes,1.14
Sierra Leone,2005,New HIV infections (per 1000 uninfected population),Male,1.05
Sierra Leone,2005,New HIV infections (per 1000 uninfected population),Female,1.23
Sierra Leone,2000,New HIV infections (per 1000 uninfected population),Both sexes,1.28
Sierra Leone,2000,New HIV infections (per 1000 uninfected population),Male,1.17
Sierra Leone,2000,New HIV infections (per 1000 uninfected population),Female,1.39
Singapore,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Singapore,2019,New HIV infections (per 1000 uninfected population),Male,0.04
Singapore,2019,New HIV infections (per 1000 uninfected population),Female,0
Singapore,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.04
Singapore,2015,New HIV infections (per 1000 uninfected population),Male,0.08
Singapore,2015,New HIV infections (per 1000 uninfected population),Female,0
Singapore,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.14
Singapore,2010,New HIV infections (per 1000 uninfected population),Male,0.26
Singapore,2010,New HIV infections (per 1000 uninfected population),Female,0.02
Singapore,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.15
Singapore,2005,New HIV infections (per 1000 uninfected population),Male,0.27
Singapore,2005,New HIV infections (per 1000 uninfected population),Female,0.02
Singapore,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Singapore,2000,New HIV infections (per 1000 uninfected population),Male,0.18
Singapore,2000,New HIV infections (per 1000 uninfected population),Female,0.03
Slovakia,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Slovakia,2019,New HIV infections (per 1000 uninfected population),Male,
Slovakia,2019,New HIV infections (per 1000 uninfected population),Female,
Slovakia,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Slovakia,2015,New HIV infections (per 1000 uninfected population),Male,
Slovakia,2015,New HIV infections (per 1000 uninfected population),Female,
Slovakia,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Slovakia,2010,New HIV infections (per 1000 uninfected population),Male,
Slovakia,2010,New HIV infections (per 1000 uninfected population),Female,
Slovakia,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Slovakia,2005,New HIV infections (per 1000 uninfected population),Male,
Slovakia,2005,New HIV infections (per 1000 uninfected population),Female,
Slovakia,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Slovakia,2000,New HIV infections (per 1000 uninfected population),Male,
Slovakia,2000,New HIV infections (per 1000 uninfected population),Female,
Slovenia,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Slovenia,2019,New HIV infections (per 1000 uninfected population),Male,
Slovenia,2019,New HIV infections (per 1000 uninfected population),Female,
Slovenia,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Slovenia,2015,New HIV infections (per 1000 uninfected population),Male,
Slovenia,2015,New HIV infections (per 1000 uninfected population),Female,
Slovenia,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Slovenia,2010,New HIV infections (per 1000 uninfected population),Male,
Slovenia,2010,New HIV infections (per 1000 uninfected population),Female,
Slovenia,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Slovenia,2005,New HIV infections (per 1000 uninfected population),Male,
Slovenia,2005,New HIV infections (per 1000 uninfected population),Female,
Slovenia,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Slovenia,2000,New HIV infections (per 1000 uninfected population),Male,
Slovenia,2000,New HIV infections (per 1000 uninfected population),Female,
Somalia,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Somalia,2019,New HIV infections (per 1000 uninfected population),Male,0.02
Somalia,2019,New HIV infections (per 1000 uninfected population),Female,0.03
Somalia,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Somalia,2015,New HIV infections (per 1000 uninfected population),Male,0.03
Somalia,2015,New HIV infections (per 1000 uninfected population),Female,0.04
Somalia,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.06
Somalia,2010,New HIV infections (per 1000 uninfected population),Male,0.06
Somalia,2010,New HIV infections (per 1000 uninfected population),Female,0.06
Somalia,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.16
Somalia,2005,New HIV infections (per 1000 uninfected population),Male,0.16
Somalia,2005,New HIV infections (per 1000 uninfected population),Female,0.15
Somalia,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.25
Somalia,2000,New HIV infections (per 1000 uninfected population),Male,0.27
Somalia,2000,New HIV infections (per 1000 uninfected population),Female,0.23
South Africa,2019,New HIV infections (per 1000 uninfected population),Both sexes,3.98
South Africa,2019,New HIV infections (per 1000 uninfected population),Male,2.85
South Africa,2019,New HIV infections (per 1000 uninfected population),Female,5.14
South Africa,2015,New HIV infections (per 1000 uninfected population),Both sexes,5.94
South Africa,2015,New HIV infections (per 1000 uninfected population),Male,4.51
South Africa,2015,New HIV infections (per 1000 uninfected population),Female,7.4
South Africa,2010,New HIV infections (per 1000 uninfected population),Both sexes,9.48
South Africa,2010,New HIV infections (per 1000 uninfected population),Male,7.53
South Africa,2010,New HIV infections (per 1000 uninfected population),Female,11.4
South Africa,2005,New HIV infections (per 1000 uninfected population),Both sexes,12.6
South Africa,2005,New HIV infections (per 1000 uninfected population),Male,10.2
South Africa,2005,New HIV infections (per 1000 uninfected population),Female,14.9
South Africa,2000,New HIV infections (per 1000 uninfected population),Both sexes,13.3
South Africa,2000,New HIV infections (per 1000 uninfected population),Male,11
South Africa,2000,New HIV infections (per 1000 uninfected population),Female,15.6
South Sudan,2019,New HIV infections (per 1000 uninfected population),Both sexes,1.5
South Sudan,2019,New HIV infections (per 1000 uninfected population),Male,1.31
South Sudan,2019,New HIV infections (per 1000 uninfected population),Female,1.69
South Sudan,2015,New HIV infections (per 1000 uninfected population),Both sexes,1.46
South Sudan,2015,New HIV infections (per 1000 uninfected population),Male,1.28
South Sudan,2015,New HIV infections (per 1000 uninfected population),Female,1.64
South Sudan,2010,New HIV infections (per 1000 uninfected population),Both sexes,1.51
South Sudan,2010,New HIV infections (per 1000 uninfected population),Male,1.34
South Sudan,2010,New HIV infections (per 1000 uninfected population),Female,1.69
South Sudan,2005,New HIV infections (per 1000 uninfected population),Both sexes,1.63
South Sudan,2005,New HIV infections (per 1000 uninfected population),Male,1.45
South Sudan,2005,New HIV infections (per 1000 uninfected population),Female,1.82
South Sudan,2000,New HIV infections (per 1000 uninfected population),Both sexes,1.85
South Sudan,2000,New HIV infections (per 1000 uninfected population),Male,1.64
South Sudan,2000,New HIV infections (per 1000 uninfected population),Female,2.07
Spain,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.06
Spain,2019,New HIV infections (per 1000 uninfected population),Male,0.1
Spain,2019,New HIV infections (per 1000 uninfected population),Female,0.02
Spain,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.08
Spain,2015,New HIV infections (per 1000 uninfected population),Male,0.14
Spain,2015,New HIV infections (per 1000 uninfected population),Female,0.02
Spain,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.1
Spain,2010,New HIV infections (per 1000 uninfected population),Male,0.17
Spain,2010,New HIV infections (per 1000 uninfected population),Female,0.03
Spain,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Spain,2005,New HIV infections (per 1000 uninfected population),Male,0.19
Spain,2005,New HIV infections (per 1000 uninfected population),Female,0.03
Spain,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.12
Spain,2000,New HIV infections (per 1000 uninfected population),Male,0.21
Spain,2000,New HIV infections (per 1000 uninfected population),Female,0.03
Sri Lanka,2019,New HIV infections (per 1000 uninfected population),Both sexes,0
Sri Lanka,2019,New HIV infections (per 1000 uninfected population),Male,0.01
Sri Lanka,2019,New HIV infections (per 1000 uninfected population),Female,0
Sri Lanka,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.01
Sri Lanka,2015,New HIV infections (per 1000 uninfected population),Male,0.02
Sri Lanka,2015,New HIV infections (per 1000 uninfected population),Female,0
Sri Lanka,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.01
Sri Lanka,2010,New HIV infections (per 1000 uninfected population),Male,0.02
Sri Lanka,2010,New HIV infections (per 1000 uninfected population),Female,0
Sri Lanka,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Sri Lanka,2005,New HIV infections (per 1000 uninfected population),Male,0.03
Sri Lanka,2005,New HIV infections (per 1000 uninfected population),Female,0.01
Sri Lanka,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Sri Lanka,2000,New HIV infections (per 1000 uninfected population),Male,0.04
Sri Lanka,2000,New HIV infections (per 1000 uninfected population),Female,0.01
Sudan,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.08
Sudan,2019,New HIV infections (per 1000 uninfected population),Male,0.09
Sudan,2019,New HIV infections (per 1000 uninfected population),Female,0.08
Sudan,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.09
Sudan,2015,New HIV infections (per 1000 uninfected population),Male,0.1
Sudan,2015,New HIV infections (per 1000 uninfected population),Female,0.09
Sudan (until 2011),2010,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Sudan (until 2011),2010,New HIV infections (per 1000 uninfected population),Male,0.11
Sudan (until 2011),2010,New HIV infections (per 1000 uninfected population),Female,0.11
Sudan (until 2011),2005,New HIV infections (per 1000 uninfected population),Both sexes,0.15
Sudan (until 2011),2005,New HIV infections (per 1000 uninfected population),Male,0.15
Sudan (until 2011),2005,New HIV infections (per 1000 uninfected population),Female,0.14
Sudan (until 2011),2000,New HIV infections (per 1000 uninfected population),Both sexes,0.16
Sudan (until 2011),2000,New HIV infections (per 1000 uninfected population),Male,0.18
Sudan (until 2011),2000,New HIV infections (per 1000 uninfected population),Female,0.15
Suriname,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.45
Suriname,2019,New HIV infections (per 1000 uninfected population),Male,0.53
Suriname,2019,New HIV infections (per 1000 uninfected population),Female,0.38
Suriname,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.54
Suriname,2015,New HIV infections (per 1000 uninfected population),Male,0.62
Suriname,2015,New HIV infections (per 1000 uninfected population),Female,0.46
Suriname,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.71
Suriname,2010,New HIV infections (per 1000 uninfected population),Male,0.84
Suriname,2010,New HIV infections (per 1000 uninfected population),Female,0.58
Suriname,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.76
Suriname,2005,New HIV infections (per 1000 uninfected population),Male,0.93
Suriname,2005,New HIV infections (per 1000 uninfected population),Female,0.58
Suriname,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.91
Suriname,2000,New HIV infections (per 1000 uninfected population),Male,1.1
Suriname,2000,New HIV infections (per 1000 uninfected population),Female,0.72
Sweden,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Sweden,2019,New HIV infections (per 1000 uninfected population),Male,
Sweden,2019,New HIV infections (per 1000 uninfected population),Female,
Sweden,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Sweden,2015,New HIV infections (per 1000 uninfected population),Male,
Sweden,2015,New HIV infections (per 1000 uninfected population),Female,
Sweden,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Sweden,2010,New HIV infections (per 1000 uninfected population),Male,
Sweden,2010,New HIV infections (per 1000 uninfected population),Female,
Sweden,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Sweden,2005,New HIV infections (per 1000 uninfected population),Male,
Sweden,2005,New HIV infections (per 1000 uninfected population),Female,
Sweden,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Sweden,2000,New HIV infections (per 1000 uninfected population),Male,
Sweden,2000,New HIV infections (per 1000 uninfected population),Female,
Switzerland,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Switzerland,2019,New HIV infections (per 1000 uninfected population),Male,
Switzerland,2019,New HIV infections (per 1000 uninfected population),Female,
Switzerland,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Switzerland,2015,New HIV infections (per 1000 uninfected population),Male,
Switzerland,2015,New HIV infections (per 1000 uninfected population),Female,
Switzerland,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Switzerland,2010,New HIV infections (per 1000 uninfected population),Male,
Switzerland,2010,New HIV infections (per 1000 uninfected population),Female,
Switzerland,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Switzerland,2005,New HIV infections (per 1000 uninfected population),Male,
Switzerland,2005,New HIV infections (per 1000 uninfected population),Female,
Switzerland,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Switzerland,2000,New HIV infections (per 1000 uninfected population),Male,
Switzerland,2000,New HIV infections (per 1000 uninfected population),Female,
Syrian Arab Republic,2019,New HIV infections (per 1000 uninfected population),Both sexes,0
Syrian Arab Republic,2019,New HIV infections (per 1000 uninfected population),Male,0
Syrian Arab Republic,2019,New HIV infections (per 1000 uninfected population),Female,0
Syrian Arab Republic,2015,New HIV infections (per 1000 uninfected population),Both sexes,0
Syrian Arab Republic,2015,New HIV infections (per 1000 uninfected population),Male,0
Syrian Arab Republic,2015,New HIV infections (per 1000 uninfected population),Female,0
Syrian Arab Republic,2010,New HIV infections (per 1000 uninfected population),Both sexes,0
Syrian Arab Republic,2010,New HIV infections (per 1000 uninfected population),Male,0
Syrian Arab Republic,2010,New HIV infections (per 1000 uninfected population),Female,0
Syrian Arab Republic,2005,New HIV infections (per 1000 uninfected population),Both sexes,0
Syrian Arab Republic,2005,New HIV infections (per 1000 uninfected population),Male,0
Syrian Arab Republic,2005,New HIV infections (per 1000 uninfected population),Female,0
Syrian Arab Republic,2000,New HIV infections (per 1000 uninfected population),Both sexes,0
Syrian Arab Republic,2000,New HIV infections (per 1000 uninfected population),Male,0
Syrian Arab Republic,2000,New HIV infections (per 1000 uninfected population),Female,0
Tajikistan,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.17
Tajikistan,2019,New HIV infections (per 1000 uninfected population),Male,0.24
Tajikistan,2019,New HIV infections (per 1000 uninfected population),Female,0.1
Tajikistan,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.16
Tajikistan,2015,New HIV infections (per 1000 uninfected population),Male,0.23
Tajikistan,2015,New HIV infections (per 1000 uninfected population),Female,0.09
Tajikistan,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.15
Tajikistan,2010,New HIV infections (per 1000 uninfected population),Male,0.22
Tajikistan,2010,New HIV infections (per 1000 uninfected population),Female,0.07
Tajikistan,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Tajikistan,2005,New HIV infections (per 1000 uninfected population),Male,0.11
Tajikistan,2005,New HIV infections (per 1000 uninfected population),Female,0.03
Tajikistan,2000,New HIV infections (per 1000 uninfected population),Both sexes,0
Tajikistan,2000,New HIV infections (per 1000 uninfected population),Male,0
Tajikistan,2000,New HIV infections (per 1000 uninfected population),Female,0
Thailand,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.08
Thailand,2019,New HIV infections (per 1000 uninfected population),Male,0.11
Thailand,2019,New HIV infections (per 1000 uninfected population),Female,0.05
Thailand,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.14
Thailand,2015,New HIV infections (per 1000 uninfected population),Male,0.2
Thailand,2015,New HIV infections (per 1000 uninfected population),Female,0.08
Thailand,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.24
Thailand,2010,New HIV infections (per 1000 uninfected population),Male,0.32
Thailand,2010,New HIV infections (per 1000 uninfected population),Female,0.16
Thailand,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.39
Thailand,2005,New HIV infections (per 1000 uninfected population),Male,0.42
Thailand,2005,New HIV infections (per 1000 uninfected population),Female,0.36
Thailand,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.66
Thailand,2000,New HIV infections (per 1000 uninfected population),Male,0.59
Thailand,2000,New HIV infections (per 1000 uninfected population),Female,0.74
Timor-Leste,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.15
Timor-Leste,2019,New HIV infections (per 1000 uninfected population),Male,0.15
Timor-Leste,2019,New HIV infections (per 1000 uninfected population),Female,0.15
Timor-Leste,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Timor-Leste,2015,New HIV infections (per 1000 uninfected population),Male,0.12
Timor-Leste,2015,New HIV infections (per 1000 uninfected population),Female,0.1
Timor-Leste,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.08
Timor-Leste,2010,New HIV infections (per 1000 uninfected population),Male,0.09
Timor-Leste,2010,New HIV infections (per 1000 uninfected population),Female,0.07
Timor-Leste,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Timor-Leste,2005,New HIV infections (per 1000 uninfected population),Male,0.06
Timor-Leste,2005,New HIV infections (per 1000 uninfected population),Female,0.05
Timor-Leste,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Timor-Leste,2000,New HIV infections (per 1000 uninfected population),Male,0.03
Timor-Leste,2000,New HIV infections (per 1000 uninfected population),Female,0.03
Togo,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.59
Togo,2019,New HIV infections (per 1000 uninfected population),Male,0.51
Togo,2019,New HIV infections (per 1000 uninfected population),Female,0.66
Togo,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.79
Togo,2015,New HIV infections (per 1000 uninfected population),Male,0.69
Togo,2015,New HIV infections (per 1000 uninfected population),Female,0.89
Togo,2010,New HIV infections (per 1000 uninfected population),Both sexes,1.19
Togo,2010,New HIV infections (per 1000 uninfected population),Male,1.05
Togo,2010,New HIV infections (per 1000 uninfected population),Female,1.33
Togo,2005,New HIV infections (per 1000 uninfected population),Both sexes,1.68
Togo,2005,New HIV infections (per 1000 uninfected population),Male,1.49
Togo,2005,New HIV infections (per 1000 uninfected population),Female,1.86
Togo,2000,New HIV infections (per 1000 uninfected population),Both sexes,2.48
Togo,2000,New HIV infections (per 1000 uninfected population),Male,2.18
Togo,2000,New HIV infections (per 1000 uninfected population),Female,2.78
Trinidad and Tobago,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Trinidad and Tobago,2019,New HIV infections (per 1000 uninfected population),Male,0.08
Trinidad and Tobago,2019,New HIV infections (per 1000 uninfected population),Female,0.06
Trinidad and Tobago,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Trinidad and Tobago,2015,New HIV infections (per 1000 uninfected population),Male,0.12
Trinidad and Tobago,2015,New HIV infections (per 1000 uninfected population),Female,0.1
Trinidad and Tobago,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.31
Trinidad and Tobago,2010,New HIV infections (per 1000 uninfected population),Male,0.33
Trinidad and Tobago,2010,New HIV infections (per 1000 uninfected population),Female,0.29
Trinidad and Tobago,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.65
Trinidad and Tobago,2005,New HIV infections (per 1000 uninfected population),Male,0.68
Trinidad and Tobago,2005,New HIV infections (per 1000 uninfected population),Female,0.63
Trinidad and Tobago,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.84
Trinidad and Tobago,2000,New HIV infections (per 1000 uninfected population),Male,0.88
Trinidad and Tobago,2000,New HIV infections (per 1000 uninfected population),Female,0.8
Tunisia,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Tunisia,2019,New HIV infections (per 1000 uninfected population),Male,0.07
Tunisia,2019,New HIV infections (per 1000 uninfected population),Female,0.04
Tunisia,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Tunisia,2015,New HIV infections (per 1000 uninfected population),Male,0.08
Tunisia,2015,New HIV infections (per 1000 uninfected population),Female,0.03
Tunisia,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Tunisia,2010,New HIV infections (per 1000 uninfected population),Male,0.08
Tunisia,2010,New HIV infections (per 1000 uninfected population),Female,0.02
Tunisia,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Tunisia,2005,New HIV infections (per 1000 uninfected population),Male,0.04
Tunisia,2005,New HIV infections (per 1000 uninfected population),Female,0
Tunisia,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.01
Tunisia,2000,New HIV infections (per 1000 uninfected population),Male,0.02
Tunisia,2000,New HIV infections (per 1000 uninfected population),Female,0
Turkey,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Turkey,2019,New HIV infections (per 1000 uninfected population),Male,
Turkey,2019,New HIV infections (per 1000 uninfected population),Female,
Turkey,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Turkey,2015,New HIV infections (per 1000 uninfected population),Male,
Turkey,2015,New HIV infections (per 1000 uninfected population),Female,
Turkey,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Turkey,2010,New HIV infections (per 1000 uninfected population),Male,
Turkey,2010,New HIV infections (per 1000 uninfected population),Female,
Turkey,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Turkey,2005,New HIV infections (per 1000 uninfected population),Male,
Turkey,2005,New HIV infections (per 1000 uninfected population),Female,
Turkey,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Turkey,2000,New HIV infections (per 1000 uninfected population),Male,
Turkey,2000,New HIV infections (per 1000 uninfected population),Female,
Turkmenistan,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Turkmenistan,2019,New HIV infections (per 1000 uninfected population),Male,
Turkmenistan,2019,New HIV infections (per 1000 uninfected population),Female,
Turkmenistan,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Turkmenistan,2015,New HIV infections (per 1000 uninfected population),Male,
Turkmenistan,2015,New HIV infections (per 1000 uninfected population),Female,
Turkmenistan,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Turkmenistan,2010,New HIV infections (per 1000 uninfected population),Male,
Turkmenistan,2010,New HIV infections (per 1000 uninfected population),Female,
Turkmenistan,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Turkmenistan,2005,New HIV infections (per 1000 uninfected population),Male,
Turkmenistan,2005,New HIV infections (per 1000 uninfected population),Female,
Turkmenistan,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Turkmenistan,2000,New HIV infections (per 1000 uninfected population),Male,
Turkmenistan,2000,New HIV infections (per 1000 uninfected population),Female,
Uganda,2019,New HIV infections (per 1000 uninfected population),Both sexes,1.38
Uganda,2019,New HIV infections (per 1000 uninfected population),Male,1.19
Uganda,2019,New HIV infections (per 1000 uninfected population),Female,1.57
Uganda,2015,New HIV infections (per 1000 uninfected population),Both sexes,2.02
Uganda,2015,New HIV infections (per 1000 uninfected population),Male,1.75
Uganda,2015,New HIV infections (per 1000 uninfected population),Female,2.28
Uganda,2010,New HIV infections (per 1000 uninfected population),Both sexes,3.35
Uganda,2010,New HIV infections (per 1000 uninfected population),Male,2.97
Uganda,2010,New HIV infections (per 1000 uninfected population),Female,3.72
Uganda,2005,New HIV infections (per 1000 uninfected population),Both sexes,4.02
Uganda,2005,New HIV infections (per 1000 uninfected population),Male,3.64
Uganda,2005,New HIV infections (per 1000 uninfected population),Female,4.4
Uganda,2000,New HIV infections (per 1000 uninfected population),Both sexes,4.7
Uganda,2000,New HIV infections (per 1000 uninfected population),Male,4.27
Uganda,2000,New HIV infections (per 1000 uninfected population),Female,5.11
Ukraine,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.28
Ukraine,2019,New HIV infections (per 1000 uninfected population),Male,0.38
Ukraine,2019,New HIV infections (per 1000 uninfected population),Female,0.2
Ukraine,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.3
